Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.8918681318681319,0.8918681318681319,0.8918681318681319,0.8918681318681319
3.0,0.7561782661782661,0.7561782661782661,0.7561782661782661,0.7561782661782662
5.0,0.8587667887667887,0.8587667887667887,0.8587667887667887,0.8587667887667889
