K,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
1,0.8673153597873553,0.8673153597873553,0.8673153597873553,0.8673153597873553
3,0.8175374976267324,0.8175374976267324,0.8175374976267324,0.8175374976267324
5,0.8049060186064173,0.8049060186064173,0.8049060186064173,0.8049060186064173
7,0.76428707043858,0.76428707043858,0.76428707043858,0.76428707043858
9,0.7071217011581545,0.7071217011581545,0.7071217011581545,0.7071217011581545
