C,Kernel,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
0.1,linear,0.0755111111111111,0.0755111111111111,0.0755111111111111,0.0755111111111111
0.1,rbf,0.06678095238095236,0.06678095238095236,0.06678095238095236,0.06678095238095236
0.1,sigmoid,0.07154285714285713,0.07154285714285713,0.07154285714285713,0.07154285714285713
1.0,linear,0.06598730158730157,0.06598730158730157,0.06598730158730157,0.06598730158730157
1.0,rbf,0.06916190476190474,0.06916190476190474,0.06916190476190474,0.06916190476190474
1.0,sigmoid,0.06836825396825395,0.06836825396825395,0.06836825396825395,0.06836825396825395
