Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9276380952380953,0.9276380952380953,0.9276380952380953,0.9276380952380953
3.0,0.7854095238095239,0.7854095238095239,0.7854095238095239,0.7854095238095239
5.0,0.8401968253968255,0.8401968253968255,0.8401968253968255,0.8401968253968255
