C,Kernel,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
0.1,linear,0.07246629960129106,0.07246629960129106,0.07246629960129106,0.07246629960129106
0.1,rbf,0.051074615530662615,0.051074615530662615,0.051074615530662615,0.051074615530662615
0.1,sigmoid,0.04627112208088095,0.04627112208088095,0.04627112208088095,0.04627112208088095
1.0,linear,0.06067210936016707,0.06067210936016707,0.06067210936016707,0.06067210936016707
1.0,rbf,0.04976267324852858,0.04976267324852858,0.04976267324852858,0.04976267324852858
1.0,sigmoid,0.050201253085247775,0.050201253085247775,0.050201253085247775,0.050201253085247775
