Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9140098727928612,0.9140098727928612,0.9140098727928612,0.9140098727928612
3.0,0.6678222897284982,0.6678222897284982,0.6678222897284982,0.6678222897284982
5.0,0.8144940193658629,0.8144940193658629,0.8144940193658629,0.8144940193658629
