Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9292317460317461,0.9292317460317461,0.9292317460317461,0.9292317460317461
3.0,0.7854095238095239,0.7854095238095239,0.7854095238095239,0.7854095238095239
5.0,0.8417841269841271,0.8417841269841271,0.8417841269841271,0.8417841269841271
