Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9157584962977028,0.9157584962977028,0.9157584962977028,0.9157584962977028
3.0,0.6678222897284982,0.6678222897284982,0.6678222897284982,0.6678222897284982
5.0,0.8149269033605467,0.8149269033605467,0.8149269033605467,0.8149269033605467
