Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9308380952380955,0.9308380952380955,0.9308380952380955,0.9308380952380955
3.0,0.7854095238095239,0.7854095238095239,0.7854095238095239,0.7854095238095239
5.0,0.8417904761904763,0.8417904761904763,0.8417904761904763,0.8417904761904763
