C,Kernel,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
0.1,linear,0.07201632808050124,0.07201632808050124,0.07201632808050124,0.07201632808050124
0.1,rbf,0.04932029618378583,0.04932029618378583,0.04932029618378583,0.04932029618378583
0.1,sigmoid,0.042340991076514144,0.042340991076514144,0.042340991076514144,0.042340991076514144
1.0,linear,0.051074615530662615,0.051074615530662615,0.051074615530662615,0.051074615530662615
1.0,rbf,0.05107271691665085,0.05107271691665085,0.05107271691665085,0.05107271691665085
1.0,sigmoid,0.05150749952534649,0.05150749952534649,0.05150749952534649,0.05150749952534649
