Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9157565976836908,0.9157565976836908,0.9157565976836908,0.9157565976836908
3.0,0.6678222897284982,0.6678222897284982,0.6678222897284982,0.6678222897284982
5.0,0.813620656920448,0.813620656920448,0.813620656920448,0.813620656920448
