Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.8962759462759463,0.8962759462759463,0.8962759462759463,0.8962759462759463
3.0,0.7561782661782661,0.7561782661782661,0.7561782661782661,0.7561782661782662
5.0,0.8576678876678876,0.8576678876678876,0.8576678876678876,0.8576678876678878
