Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9192462502373268,0.9192462502373268,0.9192462502373268,0.9192462502373268
3.0,0.6678222897284982,0.6678222897284982,0.6678222897284982,0.6678222897284982
5.0,0.813620656920448,0.813620656920448,0.813620656920448,0.813620656920448
