Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.891941391941392,0.891941391941392,0.891941391941392,0.891941391941392
3.0,0.7561782661782661,0.7561782661782661,0.7561782661782661,0.7561782661782662
5.0,0.8576556776556776,0.8576556776556776,0.8576556776556776,0.8576556776556779
