Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9244888888888889,0.9244888888888889,0.9244888888888889,0.9244888888888889
3.0,0.7854095238095239,0.7854095238095239,0.7854095238095239,0.7854095238095239
5.0,0.8433777777777779,0.8433777777777779,0.8433777777777779,0.8433777777777779
