Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9006837606837607,0.9006837606837607,0.9006837606837607,0.9006837606837607
3.0,0.753956043956044,0.753956043956044,0.753956043956044,0.753956043956044
5.0,0.8587667887667887,0.8587667887667887,0.8587667887667887,0.8587667887667889
