Max Depth,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
,0.9007081807081807,0.9007081807081807,0.9007081807081807,0.9007081807081807
3.0,0.7561782661782661,0.7561782661782661,0.7561782661782661,0.7561782661782662
5.0,0.8598656898656898,0.8598656898656898,0.8598656898656898,0.8598656898656898
