K,Mean Accuracy,Mean Precision,Mean Recall,Mean F1 Score
1,0.05192918192918193,0.05192918192918193,0.05192918192918193,0.05192918192918193
3,0.07181929181929181,0.07181929181929181,0.07181929181929181,0.07181929181929181
5,0.08511599511599513,0.08511599511599513,0.08511599511599513,0.08511599511599513
7,0.093992673992674,0.093992673992674,0.093992673992674,0.093992673992674
9,0.1138095238095238,0.1138095238095238,0.1138095238095238,0.1138095238095238
